検索キーID,表示名,大区分,中区分,小区分,関連診療科,重み初期値,検索対象,設問数,設問ID,出典カテゴリ,メディマップ語彙,親検索キーID
C0442,抗癌剤の投薬・採血管理,共通,在宅診療内容,薬物管理・疼痛管理,,3,1,1,532,共通>在宅診療内容>薬物管理・疼痛管理,,
C0443,腹水穿刺,共通,在宅診療内容,血液・穿刺処置,,3,1,1,533,共通>在宅診療内容>血液・穿刺処置,,
C0444,点滴管理,共通,在宅診療内容,血液・穿刺処置,,3,1,1,534,共通>在宅診療内容>血液・穿刺処置,,
C0445,輸血,共通,在宅診療内容,血液・穿刺処置,,3,1,1,535,共通>在宅診療内容>血液・穿刺処置,,
C0446,小児（重症心身障害児）対応,共通,在宅診療内容,小児・特別支援,,3,1,1,536,共通>在宅診療内容>小児・特別支援,,
C0447,エピペン処方,共通,在宅診療内容,予防・救急対応,,3,1,1,537,共通>在宅診療内容>予防・救急対応,,
C0448,予防接種,共通,在宅診療内容,予防・救急対応,,3,1,1,538,共通>在宅診療内容>予防・救急対応,,
C0449,胸水穿刺,共通,在宅診療内容,,,3,1,1,539,共通>在宅診療内容,,
C0450,尿管ステント交換,共通,在宅診療内容,,,3,1,1,540,共通>在宅診療内容,,
C0451,PICC留置,共通,在宅診療内容,,,3,1,1,541,共通>在宅診療内容,,
C0452,胸腔ドレナージ,共通,在宅診療内容,,,3,1,1,542,共通>在宅診療内容,,
C0453,PTGBD管理,共通,在宅診療内容,,,3,1,1,543,共通>在宅診療内容,,
C0454,腎ろう管理,共通,在宅診療内容,,,3,1,1,544,共通>在宅診療内容,,
C0455,在宅使用物品払い出し,共通,在宅診療内容,,,3,1,1,545,共通>在宅診療内容,,
C0456,X線（レントゲン）,共通,医療機器関連,画像診断装置,,2,1,1,547,共通>医療機器関連>画像診断装置,,
C0457,CT（単純・造影）,共通,医療機器関連,画像診断装置,,2,1,1,548,共通>医療機器関連>画像診断装置,,
C0458,冠動脈CT,共通,医療機器関連,画像診断装置,,2,1,1,549,共通>医療機器関連>画像診断装置,,
C0459,全身動脈造影CT,共通,医療機器関連,画像診断装置,,2,1,1,550,共通>医療機器関連>画像診断装置,,
C0460,MRI（単純・造影）,共通,医療機器関連,画像診断装置,,2,1,1,551,共通>医療機器関連>画像診断装置,,
C0461,オープンMRI（大型体型対応）,共通,医療機器関連,画像診断装置,,2,1,1,552,共通>医療機器関連>画像診断装置,,
C0462,PET-CT,共通,医療機器関連,画像診断装置,,2,1,1,553,共通>医療機器関連>画像診断装置,,
C0463,骨シンチグラフィ,共通,医療機器関連,画像診断装置,,2,1,1,554,共通>医療機器関連>画像診断装置,,
C0464,心エコー（心臓超音波）,共通,医療機器関連,超音波・心臓関連装置,,2,1,1,555,共通>医療機器関連>超音波・心臓関連装置,,
C0465,腹部エコー（腹部臓器・フィプロスキャン含む）,共通,医療機器関連,超音波・心臓関連装置,,2,1,1,556,共通>医療機器関連>超音波・心臓関連装置,,
C0466,表在エコー（甲状腺・乳腺など）,共通,医療機器関連,超音波・心臓関連装置,,2,1,1,557,共通>医療機器関連>超音波・心臓関連装置,,
C0467,心電図（安静・ホルター心電図含む）,共通,医療機器関連,超音波・心臓関連装置,,2,1,1,558,共通>医療機器関連>超音波・心臓関連装置,,
C0468,胃カメラ（上部消化管内視鏡）,共通,医療機器関連,内視鏡・消化器関連,,2,1,1,559,共通>医療機器関連>内視鏡・消化器関連,,
C0469,大腸カメラ（下部消化管内視鏡）,共通,医療機器関連,内視鏡・消化器関連,,2,1,1,560,共通>医療機器関連>内視鏡・消化器関連,,
C0470,放射線治療装置,共通,医療機器関連,治療用医療機器,,2,1,1,561,共通>医療機器関連>治療用医療機器,,
C0471,高気圧酸素療法装置,共通,医療機器関連,治療用医療機器,,2,1,1,562,共通>医療機器関連>治療用医療機器,,
C0472,透析装置（血液透析・腹膜透析）,共通,医療機器関連,治療用医療機器,,2,1,1,563,共通>医療機器関連>治療用医療機器,,
C0473,採血一般,共通,検査関連,血液検査,,2,1,1,565,共通>検査関連>血液検査,,
C0474,血液学的検査（貧血、血球数など）,共通,検査関連,血液検査,,2,1,1,566,共通>検査関連>血液検査,,
C0475,HbA1c（糖代謝評価）,共通,検査関連,血液検査,,2,1,1,567,共通>検査関連>血液検査,,
C0476,炎症反応（CRP）,共通,検査関連,血液検査,,2,1,1,568,共通>検査関連>血液検査,,
C0477,凝固系検査（PT-INR）,共通,検査関連,血液検査,,2,1,1,569,共通>検査関連>血液検査,,
C0478,血液ガス分析,共通,検査関連,血液検査,,2,1,1,570,共通>検査関連>血液検査,,
C0479,腫瘍マーカー採血,共通,検査関連,血液検査,,2,1,1,571,共通>検査関連>血液検査,,
C0480,尿検査,共通,検査関連,尿・排泄系検査,,2,1,1,572,共通>検査関連>尿・排泄系検査,,
C0481,尿蛋白定量検査（g/gCr）,共通,検査関連,尿・排泄系検査,,2,1,1,573,共通>検査関連>尿・排泄系検査,,
C0482,表在エコー（乳腺・甲状腺など）,共通,検査関連,超音波・エコー検査,,2,1,1,576,共通>検査関連>超音波・エコー検査,,
C0483,血管エコー,共通,検査関連,超音波・エコー検査,,2,1,1,577,共通>検査関連>超音波・エコー検査,,
C0484,肺・呼吸器評価を含む超音波検査,共通,検査関連,超音波・エコー検査,,2,1,1,578,共通>検査関連>超音波・エコー検査,,
C0485,上部消化管内視鏡検査（口・経鼻）,共通,検査関連,内視鏡検査,,2,1,1,579,共通>検査関連>内視鏡検査,,
C0486,下部消化管内視鏡検査（大腸内視鏡）,共通,検査関連,内視鏡検査,,2,1,1,580,共通>検査関連>内視鏡検査,,
C0487,肺機能検査,共通,検査関連,呼吸機能検査,,2,1,1,581,共通>検査関連>呼吸機能検査,,
C0488,呼吸機能検査（スパイロメトリー等）,共通,検査関連,呼吸機能検査,,2,1,1,582,共通>検査関連>呼吸機能検査,,
C0489,CVポート穿刺＆抜針、フラッシュ,共通,検査関連,医療処置関連（検査に付随）,,2,1,1,583,共通>検査関連>医療処置関連（検査に付随）,,
C0490,抜糸・消毒,共通,検査関連,医療処置関連（検査に付随）,,2,1,1,584,共通>検査関連>医療処置関連（検査に付随）,,
C0491,高気圧酸素治療（検査的評価含む場合）,共通,検査関連,医療処置関連（検査に付随）,,2,1,1,585,共通>検査関連>医療処置関連（検査に付随）,,
C0492,施設内バリアフリー対応,共通,医療機関内サービス・アメニティ,バリアフリー・施設対応,,3,1,1,587,共通>医療機関内サービス・アメニティ>バリアフリー・施設対応,,
C0493,施設外（病院に入るまでの経路）バリアフリー対応,共通,医療機関内サービス・アメニティ,バリアフリー・施設対応,,3,1,1,588,共通>医療機関内サービス・アメニティ>バリアフリー・施設対応,,
C0494,車椅子対応可・車椅子常設,共通,医療機関内サービス・アメニティ,バリアフリー・施設対応,,3,1,1,589,共通>医療機関内サービス・アメニティ>バリアフリー・施設対応,,
C0495,車いす対応トイレ,共通,医療機関内サービス・アメニティ,バリアフリー・施設対応,,3,1,1,590,共通>医療機関内サービス・アメニティ>バリアフリー・施設対応,,
C0496,駐車場あり（徒歩1分以内）,共通,医療機関内サービス・アメニティ,バリアフリー・施設対応,,3,1,1,591,共通>医療機関内サービス・アメニティ>バリアフリー・施設対応,,
C0497,エレベータあり（2階以上の場合）,共通,医療機関内サービス・アメニティ,バリアフリー・施設対応,,3,1,1,592,共通>医療機関内サービス・アメニティ>バリアフリー・施設対応,,
C0498,視聴覚障碍者配慮（手話対応・点字対応・通訳対応など）,共通,医療機関内サービス・アメニティ,バリアフリー・施設対応,,3,1,1,593,共通>医療機関内サービス・アメニティ>バリアフリー・施設対応,,
C0499,予約制（初診・再診/インターネット予約可）,共通,医療機関内サービス・アメニティ,予約・診療形態,,2,1,1,594,共通>医療機関内サービス・アメニティ>予約・診療形態,,
C0500,オンライン診療対応,共通,医療機関内サービス・アメニティ,予約・診療形態,,2,1,1,595,共通>医療機関内サービス・アメニティ>予約・診療形態,,
C0501,必要時往診,共通,医療機関内サービス・アメニティ,予約・診療形態,,2,1,1,596,共通>医療機関内サービス・アメニティ>予約・診療形態,,
C0502,女性医師による診察,共通,医療機関内サービス・アメニティ,医療スタッフ・リハビリ関連,,2,1,1,597,共通>医療機関内サービス・アメニティ>医療スタッフ・リハビリ関連,,
C0503,理学療法士の配置,共通,医療機関内サービス・アメニティ,医療スタッフ・リハビリ関連,,2,1,1,598,共通>医療機関内サービス・アメニティ>医療スタッフ・リハビリ関連,,
C0504,リハビリテーション室あり,共通,医療機関内サービス・アメニティ,医療スタッフ・リハビリ関連,,2,1,1,600,共通>医療機関内サービス・アメニティ>医療スタッフ・リハビリ関連,,
C0505,相談員の配置,共通,医療機関内サービス・アメニティ,医療スタッフ・リハビリ関連,,2,1,1,601,共通>医療機関内サービス・アメニティ>医療スタッフ・リハビリ関連,,
C0506,クレジットカード対応,共通,医療機関内サービス・アメニティ,支払い・保険・行政対応,,1,1,1,602,共通>医療機関内サービス・アメニティ>支払い・保険・行政対応,,
C0507,マイナンバー・マイナカード保険証対応,共通,医療機関内サービス・アメニティ,支払い・保険・行政対応,,1,1,1,603,共通>医療機関内サービス・アメニティ>支払い・保険・行政対応,,
C0508,電子処方箋対応,共通,医療機関内サービス・アメニティ,支払い・保険・行政対応,,1,1,2,"604,634",共通>処方関連>処方対応・サービス | 共通>医療機関内サービス・アメニティ>支払い・保険・行政対応,,
C0509,自由診療対応,共通,医療機関内サービス・アメニティ,支払い・保険・行政対応,,1,1,1,605,共通>医療機関内サービス・アメニティ>支払い・保険・行政対応,,
C0510,労働災害・交通災害・生活保護・小児慢性特定疾病指定医医療機関,共通,医療機関内サービス・アメニティ,支払い・保険・行政対応,,1,1,1,606,共通>医療機関内サービス・アメニティ>支払い・保険・行政対応,,
C0511,身体障碍者手帳・助成制度（指定難病、小児慢性）診断書作成指定医,共通,医療機関内サービス・アメニティ,支払い・保険・行政対応,,1,1,1,607,共通>医療機関内サービス・アメニティ>支払い・保険・行政対応,,
C0512,外国語対応,共通,医療機関内サービス・アメニティ,その他,,1,1,1,608,共通>医療機関内サービス・アメニティ>その他,,
C0513,キッズスペース,共通,医療機関内サービス・アメニティ,その他,,1,1,1,609,共通>医療機関内サービス・アメニティ>その他,,
C0514,胃がん,共通,がん地域連携パス,,,3,1,1,611,共通>がん地域連携パス,,
C0515,大腸がん,共通,がん地域連携パス,,,3,1,1,612,共通>がん地域連携パス,,
C0516,肝臓がん,共通,がん地域連携パス,,,3,1,1,613,共通>がん地域連携パス,,
C0517,肺がん,共通,がん地域連携パス,,,3,1,1,614,共通>がん地域連携パス,,
C0518,乳がん（ホルモン療法含む）,共通,がん地域連携パス,,,3,1,1,615,共通>がん地域連携パス,,
C0519,前立腺がん（術後・放射線治療後・内分泌療法含む）,共通,がん地域連携パス,,,3,1,1,616,共通>がん地域連携パス,,
C0520,AMI,共通,その他連携パス,,,3,1,1,618,共通>その他連携パス,,
C0521,PSA検診,共通,その他連携パス,,,3,1,1,619,共通>その他連携パス,,
C0522,糖尿病,共通,その他連携パス,,,3,1,1,620,共通>その他連携パス,,
C0523,COPD,共通,その他連携パス,,,3,1,1,621,共通>その他連携パス,,
C0524,脳卒中,共通,その他連携パス,,,3,1,1,622,共通>その他連携パス,,
C0525,大腿骨頸部骨折,共通,その他連携パス,,,3,1,1,623,共通>その他連携パス,,
C0526,二次性骨折予防,共通,その他連携パス,,,3,1,1,624,共通>その他連携パス,,
C0527,長期処方可能,共通,処方関連,処方形態・期間,,2,1,1,626,共通>処方関連>処方形態・期間,,
C0528,院内処方,共通,処方関連,処方形態・期間,,2,1,1,627,共通>処方関連>処方形態・期間,,
C0529,院外処方,共通,処方関連,処方形態・期間,,2,1,1,628,共通>処方関連>処方形態・期間,,
C0530,短期処方（例：臨時・急な症状変化時）,共通,処方関連,処方形態・期間,,2,1,1,629,共通>処方関連>処方形態・期間,,
C0531,麻薬処方（医療用麻薬・オピオイドなど）,共通,処方関連,特殊薬剤・管理薬,,2,1,1,630,共通>処方関連>特殊薬剤・管理薬,,
C0532,毒薬・向精神薬の処方,共通,処方関連,特殊薬剤・管理薬,,2,1,1,631,共通>処方関連>特殊薬剤・管理薬,,
C0533,抗がん剤の院内管理下での処方（点滴含む）,共通,処方関連,特殊薬剤・管理薬,,2,1,1,632,共通>処方関連>特殊薬剤・管理薬,,
C0534,ホルモン療法薬の処方（乳がん・前立腺がんなど）,共通,処方関連,特殊薬剤・管理薬,,2,1,1,633,共通>処方関連>特殊薬剤・管理薬,,
C0535,服薬指導・服薬管理（処方に付随するフォロー）,共通,処方関連,処方対応・サービス,,2,1,1,635,共通>処方関連>処方対応・サービス,,
C0536,持続投与・ポンプ管理薬の処方（在宅IVH・持続皮下注射など）,共通,処方関連,処方対応・サービス,,2,1,1,636,共通>処方関連>処方対応・サービス,,
C0537,英語,共通,対応言語・通訳体制,,,3,1,1,638,共通>対応言語・通訳体制,,
C0538,中国語,共通,対応言語・通訳体制,,,3,1,1,639,共通>対応言語・通訳体制,,
C0539,韓国語,共通,対応言語・通訳体制,,,3,1,1,640,共通>対応言語・通訳体制,,
C0540,訪問介護との連携,共通,介護・福祉連携,介護支援・サービス,,2,1,1,643,共通>介護・福祉連携>介護支援・サービス,,
C0541,デイサービス・通所介護利用支援,共通,介護・福祉連携,介護支援・サービス,,2,1,1,644,共通>介護・福祉連携>介護支援・サービス,,
C0542,介護保険制度に基づく支援相談,共通,介護・福祉連携,介護支援・サービス,,2,1,1,645,共通>介護・福祉連携>介護支援・サービス,,
C0543,福祉用具レンタル・購入支援,共通,介護・福祉連携,介護支援・サービス,,2,1,1,646,共通>介護・福祉連携>介護支援・サービス,,
C0544,介護認定申請支援,共通,介護・福祉連携,福祉手続き・相談,,2,1,1,647,共通>介護・福祉連携>福祉手続き・相談,,
C0545,生活保護・障碍者手帳等の福祉手続き支援,共通,介護・福祉連携,福祉手続き・相談,,2,1,1,648,共通>介護・福祉連携>福祉手続き・相談,,
C0546,相談員・ケアマネジャーとの連携,共通,介護・福祉連携,福祉手続き・相談,,2,1,1,649,共通>介護・福祉連携>福祉手続き・相談,,
C0547,家族向け介護指導・相談,共通,介護・福祉連携,家族支援・その他,,2,1,1,650,共通>介護・福祉連携>家族支援・その他,,
C0548,施設入所・ショートステイ相談,共通,介護・福祉連携,家族支援・その他,,2,1,1,651,共通>介護・福祉連携>家族支援・その他,,
C0549,訪問看護ステーション,共通,運営関連施設,,,2,1,1,653,共通>運営関連施設,,
C0550,居宅介護支援事業所（ケアマネジャーによるサービス計画含む）,共通,運営関連施設,,,2,1,1,654,共通>運営関連施設,,
C0551,小規模多機能型居宅介護・看護小規模多機能型居宅介護,共通,運営関連施設,,,2,1,1,655,共通>運営関連施設,,
C0552,通所介護事業所（デイサービス）,共通,運営関連施設,,,2,1,1,656,共通>運営関連施設,,
C0553,認知症対応型通所・認知症対応事業所,共通,運営関連施設,,,2,1,1,657,共通>運営関連施設,,
C0554,介護老人保健施設,共通,運営関連施設,,,2,1,1,658,共通>運営関連施設,,
C0555,特別養護老人ホーム,共通,運営関連施設,,,2,1,1,659,共通>運営関連施設,,
C0556,有料老人ホーム,共通,運営関連施設,,,2,1,1,660,共通>運営関連施設,,
